Mean,Std,mean,std
,,-0.0020635899,0.01
,,-0.0020519837,0.010010321
,,-0.0020789176,0.010010088
,,-0.002095397,0.010014382
,,-0.0021095467,0.010004602
,,-0.0021042912,0.010017448
,,-0.0020340823,0.010006936
,,-0.001867918,0.010026378
,,-0.0016364269,0.010010502
,,-0.0013915289,0.01000721
,,-0.0011696976,0.010007719
,,-0.0009895347,0.010004116
,,-0.00085603836,0.00999715
,,-0.0007646118,0.009996513
,,-0.0006974816,0.009996901
,,-0.00064639456,0.009995944
,,-0.00060908415,0.009994071
,,-0.00057919853,0.009994263
,,-0.0005521045,0.0099956
,,-0.00052802125,0.009995675
,,-0.0005079276,0.009995229
,,-0.00085927465,0.009998993
,,-0.0008106142,0.009994895
,,-0.0006637504,0.01000281
,,-0.00046861387,0.009994037
,,-0.00026356004,0.009982786
,,-0.00012806356,0.009964233
,,-2.6799273e-05,0.009965663
,,4.4892822e-05,0.009965636
,,9.990511e-05,0.009966845
,,0.00014560763,0.009963716
,,0.00018269205,0.009963662
,,0.00021533528,0.009963
,,0.0002447824,0.009963015
,,0.00027174232,0.00996243
,,0.00029742447,0.00996148
,,0.00032070754,0.009960635
,,0.00034245764,0.0099601755
,,0.00036278536,0.009960507
,,0.00038195477,0.009960135
,,0.0003995911,0.009959349
,,-4.5282486e-05,0.00994844
,,2.030856e-05,0.0099487705
,,0.00023575262,0.009966857
,,0.00053828734,0.0099508455
,,0.0008011252,0.009941407
,,0.0010013592,0.009938324
,,0.0011412781,0.0099305445
,,0.0012314771,0.009923654
,,0.0012957503,0.009922052
,,0.0013503402,0.009922413
,,0.0013985934,0.009923187
,,0.0014426531,0.009922688
,,0.001482998,0.009922804
,,0.0015223155,0.009922107
,,0.0015612061,0.009920891
,,0.0015974924,0.009921284
,,0.0016348539,0.009922866
,,0.0016714446,0.009922038
,,0.0017068896,0.0099228425
,,0.0017411385,0.009923387
,,0.0012112127,0.009927634
,,0.0011225063,0.009924104
,,0.0012153875,0.00993429
,,0.001374907,0.009943241
,,0.0015688104,0.009949727
,,0.001743569,0.009947169
,,0.0018724026,0.009943834
,,0.0019705608,0.009945098
,,0.0020464635,0.009945678
,,0.0021060533,0.009944549
,,0.0021539298,0.009944465
,,0.0021938956,0.009942875
,,0.0022279327,0.009942662
,,0.0022569913,0.009942618
,,0.0022818628,0.009942128
,,0.0023033596,0.009941956
,,0.0023216796,0.0099413255
,,0.0023380434,0.0099412035
,,0.0023525138,0.009941443
,,0.0023654562,0.009941228
,,0.0018029127,0.009977958
,,0.0019641821,0.00998793
,,0.0023368467,0.00998545
,,0.002766482,0.009983772
,,0.003138908,0.009982703
,,0.0034013712,0.009977358
,,0.0035722791,0.009981768
,,0.0036861538,0.009979116
,,0.0037662326,0.009977048
,,0.0038257476,0.009975238
,,0.003871175,0.009972915
,,0.003908684,0.009971985
,,0.0039400584,0.009971734
,,0.003966219,0.009971542
,,0.0039887377,0.009971643
,,0.004008802,0.009971777
,,0.00402656,0.009972546
,,0.0040428704,0.009972418
,,0.00405722,0.009972264
