Mean,Std,mean,std
,,-0.0026827152,0.005
,,-0.0026935495,0.0049975375
,,-0.002699291,0.0050007557
,,-0.0026997426,0.0049996614
,,-0.0026943525,0.004998033
,,-0.0026836332,0.0050022854
,,-0.002667816,0.005010973
,,-0.0026471054,0.005010414
,,-0.0026218079,0.005014767
,,-0.0025928768,0.0050113043
,,-0.0025604614,0.0050090523
,,-0.0025248432,0.0050085
,,-0.00248678,0.0050119506
,,-0.0024466075,0.005017127
,,-0.0024053473,0.005016108
,,-0.002363472,0.005015412
,,-0.002322304,0.0050140065
,,-0.0022824293,0.0050124596
,,-0.0022444369,0.0050125606
,,-0.0022087945,0.005011479
,,-0.0021754713,0.0050139665
,,-0.002245542,0.0050205085
,,-0.0023047735,0.0050154957
,,-0.0023470626,0.0050147544
,,-0.0023793413,0.00501532
,,-0.0024045259,0.0050136964
,,-0.0024243405,0.0050086724
,,-0.0024397664,0.0050044945
,,-0.0024510995,0.0050090635
,,-0.0024583929,0.0050128023
,,-0.002462096,0.005018688
,,-0.002462252,0.0050181127
,,-0.002459071,0.0050164326
,,-0.002451908,0.0050247824
,,-0.0024417075,0.005021839
,,-0.0024290527,0.005018207
,,-0.0024137138,0.0050151735
,,-0.0023961284,0.0050189206
,,-0.002376528,0.005015767
,,-0.0023549313,0.005017407
,,-0.002331977,0.005018232
,,-0.002371751,0.005019188
,,-0.0024101366,0.0050120195
,,-0.002438609,0.0050116205
,,-0.0024600124,0.0050165104
,,-0.0024763353,0.0050137835
,,-0.0024878834,0.0050159344
,,-0.002495457,0.005015089
,,-0.0024992595,0.005015207
,,-0.0024997487,0.005010128
,,-0.0024971853,0.005007519
,,-0.0024920802,0.005012184
,,-0.002484059,0.0050135967
,,-0.0024732358,0.0050154463
,,-0.0024603982,0.005013936
,,-0.0024460778,0.0050128894
,,-0.0024302644,0.0050160186
,,-0.002413169,0.0050159246
,,-0.002395591,0.005010596
,,-0.0023776083,0.005008046
,,-0.0023595926,0.005004137
,,-0.0024086991,0.0050033377
,,-0.002456423,0.0050040185
,,-0.0024927105,0.005007018
,,-0.0025216686,0.005007515
,,-0.0025452073,0.005012785
,,-0.0025641415,0.005010226
,,-0.0025796825,0.005014851
,,-0.0025924828,0.005011186
,,-0.002602709,0.0050008586
,,-0.00261066,0.0049993037
,,-0.0026160716,0.0049970057
,,-0.0026188772,0.004995457
,,-0.002619089,0.004994605
,,-0.0026164316,0.004995477
,,-0.0026110588,0.004997124
,,-0.0026031188,0.0049927677
,,-0.0025922756,0.004997333
,,-0.0025787852,0.0049963286
,,-0.0025620079,0.004993515
,,-0.0025425288,0.0049903844
,,-0.0025969937,0.0049975757
,,-0.0026503962,0.0049961805
,,-0.002691944,0.0049913577
,,-0.0027248936,0.0049893484
,,-0.0027516123,0.0049902857
,,-0.0027730656,0.0049890582
,,-0.0027900317,0.0049956627
,,-0.0028027368,0.004995363
,,-0.002812026,0.0049899104
,,-0.0028185213,0.0049825204
,,-0.0028216154,0.004989104
,,-0.0028214925,0.004984829
,,-0.0028180166,0.0049859597
,,-0.002811205,0.0049839467
,,-0.0028015713,0.004982921
,,-0.0027887474,0.00498247
,,-0.0027737122,0.004983894
,,-0.0027564012,0.0049881935
,,-0.002737382,0.0049825744
