Mean,Std,mean,std
,,-0.0027001048,0.01
,,-0.0026094948,0.009997749
,,-0.0024761583,0.010012469
,,-0.0023110546,0.010015728
,,-0.0020844785,0.010009871
,,-0.0018402433,0.010000783
,,-0.0016182314,0.01001225
,,-0.0013595948,0.010014757
,,-0.0011574852,0.010008638
,,-0.0010085419,0.0100118
,,-0.0008965639,0.0100142
,,-0.0008070512,0.010013799
,,-0.0007355407,0.0100153405
,,-0.00067497016,0.01001628
,,-0.00062212656,0.010014897
,,-0.00057662476,0.010014006
,,-0.0005359834,0.01001559
,,-0.0004983119,0.010015956
,,-0.00046471655,0.010015207
,,-0.00043396605,0.010011605
,,-0.00040616878,0.010010691
,,-0.0012294649,0.0100391
,,-0.0015473287,0.010031352
,,-0.0016876865,0.010018868
,,-0.0017681321,0.010022241
,,-0.0017650954,0.01001051
,,-0.0017608849,0.01000158
,,-0.0017308308,0.010016365
,,-0.001705279,0.010016847
,,-0.0016885282,0.0100147985
,,-0.0016764324,0.010013121
,,-0.0016685628,0.010014084
,,-0.0016617604,0.010014745
,,-0.0016551025,0.010013218
,,-0.0016504407,0.0100116795
,,-0.0016473498,0.010010097
,,-0.0016443987,0.010010364
,,-0.0016411131,0.010009715
,,-0.0016391028,0.0100089405
,,-0.0016370438,0.010008153
,,-0.0016346447,0.010006397
,,-0.001982563,0.010031245
,,-0.0019750954,0.0100271795
,,-0.0017260006,0.010019025
,,-0.0014758899,0.010015559
,,-0.0012159195,0.010029138
,,-0.00086488633,0.010015014
,,-0.00063460873,0.009996463
,,-0.00051723217,0.009983471
,,-0.0003999724,0.009982355
,,-0.00033756782,0.009967184
,,-0.00028885092,0.009972655
,,-0.00024759528,0.009968964
,,-0.0001917474,0.009972635
,,-0.00012381813,0.009976063
,,-4.97289e-05,0.009970108
,,5.038362e-06,0.009972954
,,5.6249184e-05,0.0099720005
,,0.000111218265,0.009977376
,,0.00016576033,0.009977685
,,0.00021297326,0.00997795
,,-0.0004929852,0.009993594
,,-0.00072202954,0.009994526
,,-0.00089769845,0.009967124
,,-0.0010269802,0.009956745
,,-0.0010863164,0.009942477
,,-0.0011066515,0.0099469265
,,-0.0011075618,0.009945392
,,-0.0010676711,0.009960758
,,-0.0010084336,0.009956965
,,-0.0009338634,0.009957528
,,-0.0008576463,0.009951967
,,-0.00079277734,0.009946871
,,-0.00073887594,0.0099464925
,,-0.00069280935,0.009946004
,,-0.0006548426,0.009946179
,,-0.0006223397,0.009946426
,,-0.0005960716,0.009943971
,,-0.0005746824,0.009942659
,,-0.0005564916,0.009942639
,,-0.00054068025,0.009942407
,,-0.0010430316,0.009944687
,,-0.0009903278,0.009945061
,,-0.00096119585,0.009921737
,,-0.0008960292,0.00992773
,,-0.0008188977,0.009917197
,,-0.0007242771,0.009900512
,,-0.00064220204,0.009897456
,,-0.0005347153,0.009898817
,,-0.00040069473,0.009902438
,,-0.00029430483,0.009895585
,,-0.00020636478,0.0098936865
,,-0.00013882741,0.009894424
,,-8.947756e-05,0.009892268
,,-5.179057e-05,0.009893283
,,-2.213018e-05,0.009892942
,,1.817476e-06,0.009892387
,,2.1612737e-05,0.00989253
,,3.838707e-05,0.009892472
,,5.2938518e-05,0.009892324
