training_exp,epoch,training_accuracy,val_accuracy,training_loss,val_loss
0,0,0.2182,0,0,0
0,1,0.2116,0,0,0
0,2,0.2140,0,0,0
0,3,0.2151,0,0,0
0,4,0.2152,0,0,0
0,5,0.2158,0,0,0
0,6,0.2139,0,0,0
0,7,0.2133,0,0,0
0,8,0.2193,0,0,0
0,9,0.2105,0,0,0
0,10,0.2108,0,0,0
0,11,0.2136,0,0,0
0,12,0.2164,0,0,0
0,13,0.2156,0,0,0
0,14,0.2152,0,0,0
0,15,0.2088,0,0,0
0,16,0.2144,0,0,0
0,17,0.2157,0,0,0
0,18,0.2126,0,0,0
0,19,0.2180,0,0,0
0,20,0.2121,0,0,0
0,21,0.2140,0,0,0
0,22,0.2139,0,0,0
0,23,0.2150,0,0,0
0,24,0.2150,0,0,0
0,25,0.2140,0,0,0
0,26,0.2132,0,0,0
0,27,0.2151,0,0,0
0,28,0.2186,0,0,0
0,29,0.2141,0,0,0
0,30,0.2138,0,0,0
0,31,0.2164,0,0,0
0,32,0.2167,0,0,0
0,33,0.2118,0,0,0
0,34,0.2105,0,0,0
0,35,0.2117,0,0,0
0,36,0.2175,0,0,0
0,37,0.2144,0,0,0
0,38,0.2177,0,0,0
0,39,0.2119,0,0,0
0,40,0.2144,0,0,0
0,41,0.2158,0,0,0
0,42,0.2161,0,0,0
0,43,0.2156,0,0,0
0,44,0.2099,0,0,0
0,45,0.2188,0,0,0
0,46,0.2189,0,0,0
0,47,0.2143,0,0,0
0,48,0.2133,0,0,0
0,49,0.2191,0,0,0
0,50,0.2173,0,0,0
0,51,0.2133,0,0,0
0,52,0.2134,0,0,0
0,53,0.2133,0,0,0
0,54,0.2145,0,0,0
0,55,0.2144,0,0,0
0,56,0.2185,0,0,0
0,57,0.2156,0,0,0
0,58,0.2121,0,0,0
0,59,0.2157,0,0,0
0,60,0.2138,0,0,0
0,61,0.2156,0,0,0
0,62,0.2127,0,0,0
0,63,0.2078,0,0,0
0,64,0.2179,0,0,0
0,65,0.2170,0,0,0
0,66,0.2149,0,0,0
0,67,0.2146,0,0,0
0,68,0.2177,0,0,0
0,69,0.2194,0,0,0
0,70,0.2089,0,0,0
0,71,0.2155,0,0,0
0,72,0.2132,0,0,0
0,73,0.2188,0,0,0
0,74,0.2186,0,0,0
0,75,0.2153,0,0,0
0,76,0.2158,0,0,0
0,77,0.2136,0,0,0
0,78,0.2182,0,0,0
0,79,0.2133,0,0,0
0,80,0.2148,0,0,0
0,81,0.2178,0,0,0
0,82,0.2139,0,0,0
0,83,0.2186,0,0,0
0,84,0.2192,0,0,0
0,85,0.2160,0,0,0
0,86,0.2156,0,0,0
0,87,0.2162,0,0,0
0,88,0.2188,0,0,0
0,89,0.2162,0,0,0
0,90,0.2142,0,0,0
0,91,0.2194,0,0,0
0,92,0.2176,0,0,0
0,93,0.2202,0,0,0
0,94,0.2161,0,0,0
0,95,0.2130,0,0,0
0,96,0.2197,0,0,0
0,97,0.2168,0,0,0
0,98,0.2161,0,0,0
0,99,0.2147,0,0,0
0,100,0.2160,0,0,0
0,101,0.2138,0,0,0
0,102,0.2133,0,0,0
0,103,0.2139,0,0,0
0,104,0.2160,0,0,0
0,105,0.2134,0,0,0
0,106,0.2151,0,0,0
0,107,0.2116,0,0,0
0,108,0.2127,0,0,0
0,109,0.2136,0,0,0
0,110,0.2161,0,0,0
0,111,0.2113,0,0,0
0,112,0.2137,0,0,0
0,113,0.2149,0,0,0
0,114,0.2141,0,0,0
0,115,0.2125,0,0,0
0,116,0.2152,0,0,0
0,117,0.2144,0,0,0
0,118,0.2165,0,0,0
0,119,0.2142,0,0,0
1,0,0.0423,0,0,0
1,1,0.0430,0,0,0
1,2,0.0396,0,0,0
1,3,0.0426,0,0,0
1,4,0.0436,0,0,0
1,5,0.0435,0,0,0
1,6,0.0420,0,0,0
1,7,0.0439,0,0,0
1,8,0.0454,0,0,0
1,9,0.0429,0,0,0
1,10,0.0425,0,0,0
1,11,0.0471,0,0,0
1,12,0.0414,0,0,0
1,13,0.0419,0,0,0
1,14,0.0442,0,0,0
1,15,0.0416,0,0,0
1,16,0.0436,0,0,0
1,17,0.0431,0,0,0
1,18,0.0439,0,0,0
1,19,0.0437,0,0,0
1,20,0.0425,0,0,0
1,21,0.0403,0,0,0
1,22,0.0450,0,0,0
