training_exp,epoch,training_accuracy,val_accuracy,training_loss,val_loss
0,0,0.3522,0,0,0
0,1,0.6045,0,0,0
0,2,0.7074,0,0,0
0,3,0.7615,0,0,0
0,4,0.7923,0,0,0
0,5,0.8132,0,0,0
0,6,0.8293,0,0,0
0,7,0.8401,0,0,0
0,8,0.8499,0,0,0
0,9,0.8579,0,0,0
0,10,0.8632,0,0,0
0,11,0.8688,0,0,0
0,12,0.8750,0,0,0
0,13,0.8791,0,0,0
0,14,0.8810,0,0,0
0,15,0.8837,0,0,0
0,16,0.8867,0,0,0
0,17,0.8919,0,0,0
0,18,0.8914,0,0,0
0,19,0.8954,0,0,0
0,20,0.8977,0,0,0
0,21,0.9002,0,0,0
0,22,0.9017,0,0,0
0,23,0.9036,0,0,0
0,24,0.9043,0,0,0
0,25,0.9055,0,0,0
0,26,0.9059,0,0,0
0,27,0.9100,0,0,0
0,28,0.9107,0,0,0
0,29,0.9119,0,0,0
1,0,0.6724,0,0,0
1,1,0.8187,0,0,0
1,2,0.8465,0,0,0
1,3,0.8623,0,0,0
1,4,0.8716,0,0,0
1,5,0.8794,0,0,0
1,6,0.8853,0,0,0
1,7,0.8891,0,0,0
1,8,0.8937,0,0,0
1,9,0.8971,0,0,0
1,10,0.9003,0,0,0
1,11,0.9015,0,0,0
1,12,0.9053,0,0,0
1,13,0.9058,0,0,0
1,14,0.9072,0,0,0
1,15,0.9098,0,0,0
1,16,0.9107,0,0,0
1,17,0.9134,0,0,0
1,18,0.9143,0,0,0
1,19,0.9152,0,0,0
1,20,0.9180,0,0,0
1,21,0.9177,0,0,0
1,22,0.9181,0,0,0
1,23,0.9198,0,0,0
1,24,0.9213,0,0,0
1,25,0.9219,0,0,0
1,26,0.9226,0,0,0
1,27,0.9233,0,0,0
1,28,0.9234,0,0,0
1,29,0.9252,0,0,0
2,0,0.6956,0,0,0
2,1,0.8284,0,0,0
2,2,0.8536,0,0,0
2,3,0.8699,0,0,0
2,4,0.8826,0,0,0
2,5,0.8868,0,0,0
2,6,0.8934,0,0,0
2,7,0.8980,0,0,0
2,8,0.9012,0,0,0
2,9,0.9061,0,0,0
2,10,0.9067,0,0,0
2,11,0.9098,0,0,0
2,12,0.9114,0,0,0
2,13,0.9134,0,0,0
2,14,0.9144,0,0,0
2,15,0.9167,0,0,0
2,16,0.9165,0,0,0
2,17,0.9200,0,0,0
2,18,0.9199,0,0,0
2,19,0.9226,0,0,0
2,20,0.9232,0,0,0
2,21,0.9233,0,0,0
2,22,0.9250,0,0,0
2,23,0.9253,0,0,0
2,24,0.9267,0,0,0
2,25,0.9268,0,0,0
2,26,0.9275,0,0,0
2,27,0.9275,0,0,0
2,28,0.9297,0,0,0
2,29,0.9297,0,0,0
3,0,0.7143,0,0,0
3,1,0.8396,0,0,0
3,2,0.8654,0,0,0
3,3,0.8780,0,0,0
3,4,0.8865,0,0,0
3,5,0.8943,0,0,0
3,6,0.8975,0,0,0
3,7,0.9022,0,0,0
3,8,0.9054,0,0,0
3,9,0.9085,0,0,0
3,10,0.9101,0,0,0
3,11,0.9131,0,0,0
3,12,0.9157,0,0,0
3,13,0.9173,0,0,0
3,14,0.9184,0,0,0
3,15,0.9195,0,0,0
3,16,0.9219,0,0,0
3,17,0.9222,0,0,0
3,18,0.9245,0,0,0
3,19,0.9243,0,0,0
3,20,0.9259,0,0,0
3,21,0.9274,0,0,0
3,22,0.9279,0,0,0
3,23,0.9278,0,0,0
3,24,0.9284,0,0,0
3,25,0.9301,0,0,0
3,26,0.9310,0,0,0
3,27,0.9304,0,0,0
3,28,0.9332,0,0,0
3,29,0.9321,0,0,0
4,0,0.7169,0,0,0
