training_exp,epoch,training_accuracy,val_accuracy,training_loss,val_loss
0,0,0.3623,0,0,0
0,1,0.6159,0,0,0
0,2,0.7130,0,0,0
0,3,0.7640,0,0,0
0,4,0.7919,0,0,0
0,5,0.8158,0,0,0
0,6,0.8277,0,0,0
0,7,0.8398,0,0,0
0,8,0.8503,0,0,0
0,9,0.8560,0,0,0
0,10,0.8611,0,0,0
0,11,0.8662,0,0,0
0,12,0.8721,0,0,0
0,13,0.8763,0,0,0
0,14,0.8797,0,0,0
0,15,0.8825,0,0,0
0,16,0.8860,0,0,0
0,17,0.8885,0,0,0
0,18,0.8911,0,0,0
0,19,0.8934,0,0,0
0,20,0.8950,0,0,0
0,21,0.8965,0,0,0
0,22,0.8998,0,0,0
0,23,0.9022,0,0,0
0,24,0.9022,0,0,0
0,25,0.9063,0,0,0
0,26,0.9070,0,0,0
0,27,0.9071,0,0,0
0,28,0.9085,0,0,0
0,29,0.9094,0,0,0
1,0,0.6574,0,0,0
1,1,0.7812,0,0,0
1,2,0.8016,0,0,0
1,3,0.8079,0,0,0
1,4,0.8137,0,0,0
1,5,0.8179,0,0,0
1,6,0.8195,0,0,0
1,7,0.8215,0,0,0
1,8,0.8236,0,0,0
1,9,0.8250,0,0,0
1,10,0.8240,0,0,0
1,11,0.8245,0,0,0
1,12,0.8270,0,0,0
1,13,0.8276,0,0,0
1,14,0.8287,0,0,0
1,15,0.8282,0,0,0
1,16,0.8296,0,0,0
1,17,0.8299,0,0,0
1,18,0.8306,0,0,0
1,19,0.8308,0,0,0
1,20,0.8314,0,0,0
1,21,0.8291,0,0,0
1,22,0.8328,0,0,0
1,23,0.8306,0,0,0
1,24,0.8307,0,0,0
1,25,0.8298,0,0,0
1,26,0.8316,0,0,0
1,27,0.8306,0,0,0
1,28,0.8305,0,0,0
1,29,0.8335,0,0,0
2,0,0.6718,0,0,0
2,1,0.7975,0,0,0
2,2,0.8178,0,0,0
2,3,0.8239,0,0,0
2,4,0.8330,0,0,0
2,5,0.8312,0,0,0
2,6,0.8357,0,0,0
2,7,0.8368,0,0,0
2,8,0.8368,0,0,0
2,9,0.8392,0,0,0
2,10,0.8408,0,0,0
2,11,0.8438,0,0,0
2,12,0.8410,0,0,0
2,13,0.8425,0,0,0
2,14,0.8428,0,0,0
2,15,0.8438,0,0,0
2,16,0.8442,0,0,0
2,17,0.8426,0,0,0
2,18,0.8449,0,0,0
2,19,0.8452,0,0,0
2,20,0.8426,0,0,0
2,21,0.8463,0,0,0
2,22,0.8448,0,0,0
2,23,0.8453,0,0,0
2,24,0.8457,0,0,0
2,25,0.8469,0,0,0
2,26,0.8464,0,0,0
2,27,0.8459,0,0,0
2,28,0.8468,0,0,0
2,29,0.8463,0,0,0
3,0,0.6838,0,0,0
3,1,0.8054,0,0,0
3,2,0.8253,0,0,0
3,3,0.8332,0,0,0
3,4,0.8395,0,0,0
3,5,0.8424,0,0,0
3,6,0.8457,0,0,0
3,7,0.8454,0,0,0
3,8,0.8464,0,0,0
3,9,0.8471,0,0,0
3,10,0.8478,0,0,0
3,11,0.8482,0,0,0
3,12,0.8482,0,0,0
3,13,0.8524,0,0,0
3,14,0.8491,0,0,0
3,15,0.8502,0,0,0
3,16,0.8502,0,0,0
3,17,0.8485,0,0,0
3,18,0.8496,0,0,0
3,19,0.8488,0,0,0
3,20,0.8517,0,0,0
3,21,0.8501,0,0,0
3,22,0.8514,0,0,0
3,23,0.8519,0,0,0
3,24,0.8519,0,0,0
3,25,0.8538,0,0,0
3,26,0.8508,0,0,0
3,27,0.8520,0,0,0
3,28,0.8525,0,0,0
3,29,0.8517,0,0,0
4,0,0.6915,0,0,0
4,1,0.8136,0,0,0
4,2,0.8286,0,0,0
4,3,0.8361,0,0,0
4,4,0.8420,0,0,0
4,5,0.8434,0,0,0
4,6,0.8447,0,0,0
4,7,0.8469,0,0,0
4,8,0.8481,0,0,0
4,9,0.8497,0,0,0
4,10,0.8507,0,0,0
4,11,0.8488,0,0,0
4,12,0.8505,0,0,0
4,13,0.8517,0,0,0
4,14,0.8508,0,0,0
4,15,0.8531,0,0,0
4,16,0.8512,0,0,0
4,17,0.8535,0,0,0
4,18,0.8546,0,0,0
4,19,0.8548,0,0,0
4,20,0.8548,0,0,0
4,21,0.8539,0,0,0
4,22,0.8543,0,0,0
4,23,0.8542,0,0,0
4,24,0.8563,0,0,0
4,25,0.8562,0,0,0
4,26,0.8553,0,0,0
4,27,0.8552,0,0,0
4,28,0.8553,0,0,0
4,29,0.8559,0,0,0
5,0,0.7079,0,0,0
5,1,0.8141,0,0,0
5,2,0.8279,0,0,0
5,3,0.8361,0,0,0
5,4,0.8408,0,0,0
5,5,0.8431,0,0,0
5,6,0.8455,0,0,0
5,7,0.8486,0,0,0
5,8,0.8488,0,0,0
5,9,0.8497,0,0,0
5,10,0.8528,0,0,0
5,11,0.8535,0,0,0
5,12,0.8540,0,0,0
5,13,0.8522,0,0,0
5,14,0.8535,0,0,0
5,15,0.8537,0,0,0
5,16,0.8545,0,0,0
