training_exp,epoch,training_accuracy,val_accuracy,training_loss,val_loss
0,0,0.3503,0,0,0
0,1,0.3513,0,0,0
0,2,0.3556,0,0,0
0,3,0.3542,0,0,0
0,4,0.3482,0,0,0
0,5,0.3504,0,0,0
0,6,0.3537,0,0,0
0,7,0.3536,0,0,0
0,8,0.3558,0,0,0
0,9,0.3546,0,0,0
0,10,0.3497,0,0,0
0,11,0.3547,0,0,0
0,12,0.3507,0,0,0
0,13,0.3503,0,0,0
0,14,0.3507,0,0,0
0,15,0.3520,0,0,0
0,16,0.3469,0,0,0
0,17,0.3531,0,0,0
0,18,0.3513,0,0,0
0,19,0.3524,0,0,0
0,20,0.3493,0,0,0
0,21,0.3464,0,0,0
0,22,0.3524,0,0,0
0,23,0.3530,0,0,0
0,24,0.3508,0,0,0
0,25,0.3524,0,0,0
0,26,0.3498,0,0,0
0,27,0.3488,0,0,0
0,28,0.3537,0,0,0
0,29,0.3541,0,0,0
0,30,0.3512,0,0,0
0,31,0.3503,0,0,0
0,32,0.3533,0,0,0
0,33,0.3504,0,0,0
0,34,0.3501,0,0,0
0,35,0.3492,0,0,0
0,36,0.3488,0,0,0
0,37,0.3517,0,0,0
0,38,0.3526,0,0,0
0,39,0.3543,0,0,0
0,40,0.3537,0,0,0
0,41,0.3511,0,0,0
0,42,0.3491,0,0,0
0,43,0.3568,0,0,0
0,44,0.3510,0,0,0
0,45,0.3531,0,0,0
0,46,0.3507,0,0,0
0,47,0.3486,0,0,0
0,48,0.3503,0,0,0
0,49,0.3500,0,0,0
0,50,0.3532,0,0,0
0,51,0.3537,0,0,0
0,52,0.3548,0,0,0
0,53,0.3504,0,0,0
0,54,0.3471,0,0,0
0,55,0.3526,0,0,0
0,56,0.3458,0,0,0
0,57,0.3524,0,0,0
0,58,0.3518,0,0,0
0,59,0.3508,0,0,0
0,60,0.3518,0,0,0
0,61,0.3508,0,0,0
0,62,0.3513,0,0,0
0,63,0.3457,0,0,0
0,64,0.3519,0,0,0
0,65,0.3527,0,0,0
0,66,0.3496,0,0,0
0,67,0.3514,0,0,0
0,68,0.3491,0,0,0
0,69,0.3495,0,0,0
0,70,0.3491,0,0,0
0,71,0.3513,0,0,0
0,72,0.3540,0,0,0
0,73,0.3508,0,0,0
0,74,0.3503,0,0,0
0,75,0.3490,0,0,0
0,76,0.3507,0,0,0
0,77,0.3525,0,0,0
0,78,0.3515,0,0,0
0,79,0.3513,0,0,0
0,80,0.3502,0,0,0
0,81,0.3520,0,0,0
0,82,0.3508,0,0,0
0,83,0.3516,0,0,0
0,84,0.3493,0,0,0
0,85,0.3501,0,0,0
0,86,0.3469,0,0,0
0,87,0.3501,0,0,0
0,88,0.3507,0,0,0
0,89,0.3546,0,0,0
0,90,0.3539,0,0,0
0,91,0.3551,0,0,0
0,92,0.3544,0,0,0
0,93,0.3525,0,0,0
0,94,0.3519,0,0,0
0,95,0.3532,0,0,0
0,96,0.3511,0,0,0
0,97,0.3503,0,0,0
0,98,0.3491,0,0,0
0,99,0.3523,0,0,0
0,100,0.3510,0,0,0
0,101,0.3499,0,0,0
0,102,0.3506,0,0,0
0,103,0.3483,0,0,0
0,104,0.3549,0,0,0
0,105,0.3481,0,0,0
0,106,0.3499,0,0,0
0,107,0.3533,0,0,0
0,108,0.3444,0,0,0
0,109,0.3550,0,0,0
0,110,0.3439,0,0,0
0,111,0.3497,0,0,0
0,112,0.3554,0,0,0
0,113,0.3524,0,0,0
0,114,0.3496,0,0,0
0,115,0.3533,0,0,0
0,116,0.3488,0,0,0
0,117,0.3512,0,0,0
0,118,0.3532,0,0,0
0,119,0.3537,0,0,0
1,0,0.0146,0,0,0
1,1,0.0146,0,0,0
1,2,0.0138,0,0,0
1,3,0.0136,0,0,0
1,4,0.0125,0,0,0
1,5,0.0138,0,0,0
1,6,0.0132,0,0,0
1,7,0.0144,0,0,0
1,8,0.0138,0,0,0
1,9,0.0141,0,0,0
1,10,0.0136,0,0,0
1,11,0.0130,0,0,0
1,12,0.0139,0,0,0
1,13,0.0130,0,0,0
1,14,0.0142,0,0,0
1,15,0.0141,0,0,0
1,16,0.0143,0,0,0
1,17,0.0131,0,0,0
1,18,0.0140,0,0,0
1,19,0.0133,0,0,0
1,20,0.0132,0,0,0
1,21,0.0128,0,0,0
1,22,0.0127,0,0,0
1,23,0.0134,0,0,0
1,24,0.0130,0,0,0
1,25,0.0147,0,0,0
1,26,0.0134,0,0,0
1,27,0.0149,0,0,0
1,28,0.0138,0,0,0
1,29,0.0142,0,0,0
1,30,0.0136,0,0,0
1,31,0.0143,0,0,0
1,32,0.0139,0,0,0
