training_exp,epoch,training_accuracy,val_accuracy,training_loss,val_loss
0,0,0.3289,0,0,0
0,1,0.5888,0,0,0
0,2,0.7041,0,0,0
0,3,0.7587,0,0,0
0,4,0.7889,0,0,0
0,5,0.8128,0,0,0
0,6,0.8300,0,0,0
0,7,0.8400,0,0,0
0,8,0.8467,0,0,0
0,9,0.8559,0,0,0
0,10,0.8612,0,0,0
0,11,0.8669,0,0,0
0,12,0.8735,0,0,0
0,13,0.8748,0,0,0
0,14,0.8810,0,0,0
0,15,0.8824,0,0,0
0,16,0.8871,0,0,0
0,17,0.8879,0,0,0
0,18,0.8920,0,0,0
0,19,0.8934,0,0,0
0,20,0.8971,0,0,0
0,21,0.8989,0,0,0
0,22,0.9010,0,0,0
0,23,0.9016,0,0,0
0,24,0.9039,0,0,0
0,25,0.9050,0,0,0
0,26,0.9039,0,0,0
0,27,0.9070,0,0,0
0,28,0.9100,0,0,0
0,29,0.9118,0,0,0
1,0,0.6718,0,0,0
1,1,0.7895,0,0,0
1,2,0.8102,0,0,0
1,3,0.8184,0,0,0
1,4,0.8224,0,0,0
1,5,0.8262,0,0,0
1,6,0.8276,0,0,0
1,7,0.8312,0,0,0
1,8,0.8311,0,0,0
1,9,0.8328,0,0,0
1,10,0.8347,0,0,0
1,11,0.8334,0,0,0
1,12,0.8353,0,0,0
1,13,0.8350,0,0,0
1,14,0.8374,0,0,0
1,15,0.8379,0,0,0
1,16,0.8377,0,0,0
1,17,0.8368,0,0,0
1,18,0.8385,0,0,0
1,19,0.8385,0,0,0
1,20,0.8375,0,0,0
1,21,0.8370,0,0,0
1,22,0.8408,0,0,0
1,23,0.8383,0,0,0
1,24,0.8378,0,0,0
1,25,0.8398,0,0,0
1,26,0.8389,0,0,0
1,27,0.8403,0,0,0
1,28,0.8398,0,0,0
1,29,0.8390,0,0,0
2,0,0.6633,0,0,0
2,1,0.7904,0,0,0
2,2,0.8154,0,0,0
2,3,0.8217,0,0,0
2,4,0.8279,0,0,0
2,5,0.8313,0,0,0
2,6,0.8347,0,0,0
2,7,0.8375,0,0,0
2,8,0.8369,0,0,0
2,9,0.8380,0,0,0
2,10,0.8410,0,0,0
2,11,0.8407,0,0,0
2,12,0.8417,0,0,0
2,13,0.8446,0,0,0
2,14,0.8446,0,0,0
2,15,0.8429,0,0,0
2,16,0.8443,0,0,0
2,17,0.8457,0,0,0
2,18,0.8443,0,0,0
2,19,0.8444,0,0,0
2,20,0.8427,0,0,0
2,21,0.8444,0,0,0
2,22,0.8466,0,0,0
2,23,0.8470,0,0,0
2,24,0.8453,0,0,0
2,25,0.8454,0,0,0
2,26,0.8477,0,0,0
2,27,0.8463,0,0,0
2,28,0.8466,0,0,0
2,29,0.8474,0,0,0
3,0,0.6849,0,0,0
3,1,0.8088,0,0,0
3,2,0.8274,0,0,0
3,3,0.8328,0,0,0
3,4,0.8404,0,0,0
3,5,0.8417,0,0,0
3,6,0.8443,0,0,0
3,7,0.8476,0,0,0
3,8,0.8490,0,0,0
3,9,0.8466,0,0,0
3,10,0.8487,0,0,0
3,11,0.8490,0,0,0
3,12,0.8504,0,0,0
3,13,0.8516,0,0,0
3,14,0.8517,0,0,0
3,15,0.8522,0,0,0
3,16,0.8540,0,0,0
3,17,0.8535,0,0,0
3,18,0.8542,0,0,0
3,19,0.8553,0,0,0
3,20,0.8534,0,0,0
3,21,0.8535,0,0,0
3,22,0.8546,0,0,0
3,23,0.8550,0,0,0
3,24,0.8545,0,0,0
3,25,0.8547,0,0,0
3,26,0.8553,0,0,0
3,27,0.8561,0,0,0
3,28,0.8542,0,0,0
3,29,0.8561,0,0,0
4,0,0.7071,0,0,0
4,1,0.8126,0,0,0
4,2,0.8311,0,0,0
4,3,0.8384,0,0,0
4,4,0.8428,0,0,0
4,5,0.8443,0,0,0
4,6,0.8479,0,0,0
4,7,0.8490,0,0,0
4,8,0.8504,0,0,0
4,9,0.8513,0,0,0
4,10,0.8521,0,0,0
4,11,0.8530,0,0,0
4,12,0.8541,0,0,0
4,13,0.8548,0,0,0
4,14,0.8541,0,0,0
4,15,0.8556,0,0,0
4,16,0.8543,0,0,0
4,17,0.8529,0,0,0
4,18,0.8556,0,0,0
4,19,0.8561,0,0,0
4,20,0.8539,0,0,0
4,21,0.8553,0,0,0
4,22,0.8572,0,0,0
4,23,0.8554,0,0,0
4,24,0.8557,0,0,0
4,25,0.8557,0,0,0
4,26,0.8575,0,0,0
4,27,0.8563,0,0,0
4,28,0.8567,0,0,0
