training_exp,epoch,training_accuracy,val_accuracy,training_loss,val_loss
0,0,0.2992,0,0,0
0,1,0.5894,0,0,0
0,2,0.6897,0,0,0
0,3,0.7410,0,0,0
0,4,0.7711,0,0,0
0,5,0.7907,0,0,0
0,6,0.8064,0,0,0
0,7,0.8176,0,0,0
0,8,0.8293,0,0,0
0,9,0.8368,0,0,0
0,10,0.8424,0,0,0
0,11,0.8480,0,0,0
0,12,0.8537,0,0,0
0,13,0.8600,0,0,0
0,14,0.8636,0,0,0
0,15,0.8659,0,0,0
0,16,0.8691,0,0,0
0,17,0.8720,0,0,0
0,18,0.8783,0,0,0
0,19,0.8770,0,0,0
0,20,0.8812,0,0,0
0,21,0.8834,0,0,0
0,22,0.8834,0,0,0
0,23,0.8885,0,0,0
0,24,0.8889,0,0,0
0,25,0.8887,0,0,0
0,26,0.8925,0,0,0
0,27,0.8931,0,0,0
0,28,0.8940,0,0,0
0,29,0.8971,0,0,0
1,0,0.5723,0,0,0
1,1,0.7562,0,0,0
1,2,0.8004,0,0,0
1,3,0.8229,0,0,0
1,4,0.8375,0,0,0
1,5,0.8453,0,0,0
1,6,0.8525,0,0,0
1,7,0.8602,0,0,0
1,8,0.8649,0,0,0
1,9,0.8675,0,0,0
1,10,0.8721,0,0,0
1,11,0.8765,0,0,0
1,12,0.8787,0,0,0
1,13,0.8800,0,0,0
1,14,0.8835,0,0,0
1,15,0.8863,0,0,0
1,16,0.8865,0,0,0
1,17,0.8916,0,0,0
1,18,0.8914,0,0,0
1,19,0.8932,0,0,0
1,20,0.8952,0,0,0
1,21,0.8955,0,0,0
1,22,0.8974,0,0,0
1,23,0.8982,0,0,0
1,24,0.9006,0,0,0
1,25,0.8992,0,0,0
1,26,0.9016,0,0,0
1,27,0.9027,0,0,0
1,28,0.9032,0,0,0
1,29,0.9043,0,0,0
2,0,0.5675,0,0,0
2,1,0.7535,0,0,0
2,2,0.7950,0,0,0
2,3,0.8203,0,0,0
2,4,0.8371,0,0,0
2,5,0.8455,0,0,0
2,6,0.8527,0,0,0
2,7,0.8603,0,0,0
2,8,0.8652,0,0,0
2,9,0.8686,0,0,0
2,10,0.8744,0,0,0
2,11,0.8765,0,0,0
2,12,0.8789,0,0,0
2,13,0.8830,0,0,0
2,14,0.8830,0,0,0
2,15,0.8888,0,0,0
2,16,0.8884,0,0,0
2,17,0.8901,0,0,0
2,18,0.8921,0,0,0
2,19,0.8911,0,0,0
2,20,0.8952,0,0,0
2,21,0.8964,0,0,0
2,22,0.8971,0,0,0
2,23,0.8998,0,0,0
2,24,0.9000,0,0,0
2,25,0.9000,0,0,0
2,26,0.9025,0,0,0
2,27,0.9023,0,0,0
2,28,0.9021,0,0,0
2,29,0.9029,0,0,0
3,0,0.5549,0,0,0
3,1,0.7475,0,0,0
3,2,0.7969,0,0,0
3,3,0.8201,0,0,0
3,4,0.8340,0,0,0
3,5,0.8472,0,0,0
3,6,0.8538,0,0,0
3,7,0.8620,0,0,0
3,8,0.8678,0,0,0
3,9,0.8724,0,0,0
3,10,0.8765,0,0,0
3,11,0.8767,0,0,0
3,12,0.8807,0,0,0
3,13,0.8847,0,0,0
3,14,0.8863,0,0,0
3,15,0.8873,0,0,0
3,16,0.8899,0,0,0
3,17,0.8922,0,0,0
3,18,0.8931,0,0,0
3,19,0.8946,0,0,0
3,20,0.8938,0,0,0
3,21,0.8981,0,0,0
3,22,0.8980,0,0,0
3,23,0.8988,0,0,0
3,24,0.8992,0,0,0
3,25,0.9010,0,0,0
3,26,0.9029,0,0,0
3,27,0.9038,0,0,0
3,28,0.9034,0,0,0
3,29,0.9058,0,0,0
4,0,0.5617,0,0,0
4,1,0.7505,0,0,0
4,2,0.7970,0,0,0
4,3,0.8197,0,0,0
4,4,0.8359,0,0,0
4,5,0.8438,0,0,0
4,6,0.8525,0,0,0
4,7,0.8602,0,0,0
4,8,0.8685,0,0,0
4,9,0.8711,0,0,0
4,10,0.8737,0,0,0
4,11,0.8780,0,0,0
4,12,0.8808,0,0,0
4,13,0.8831,0,0,0
4,14,0.8852,0,0,0
4,15,0.8865,0,0,0
4,16,0.8897,0,0,0
4,17,0.8919,0,0,0
4,18,0.8933,0,0,0
4,19,0.8933,0,0,0
4,20,0.8958,0,0,0
4,21,0.8990,0,0,0
4,22,0.8992,0,0,0
4,23,0.9001,0,0,0
4,24,0.8997,0,0,0
4,25,0.9024,0,0,0
4,26,0.9023,0,0,0
4,27,0.9050,0,0,0
4,28,0.9065,0,0,0
4,29,0.9058,0,0,0
5,0,0.4926,0,0,0
5,1,0.7170,0,0,0
5,2,0.7743,0,0,0
5,3,0.8041,0,0,0
5,4,0.8219,0,0,0
5,5,0.8348,0,0,0
5,6,0.8444,0,0,0
5,7,0.8512,0,0,0
5,8,0.8558,0,0,0
5,9,0.8608,0,0,0
5,10,0.8684,0,0,0
5,11,0.8710,0,0,0
5,12,0.8736,0,0,0
5,13,0.8769,0,0,0
5,14,0.8803,0,0,0
5,15,0.8809,0,0,0
5,16,0.8837,0,0,0
5,17,0.8857,0,0,0
5,18,0.8874,0,0,0
5,19,0.8909,0,0,0
5,20,0.8916,0,0,0
5,21,0.8934,0,0,0
5,22,0.8933,0,0,0
5,23,0.8953,0,0,0
5,24,0.8960,0,0,0
5,25,0.8973,0,0,0
5,26,0.8975,0,0,0
5,27,0.8996,0,0,0
5,28,0.9004,0,0,0
5,29,0.9023,0,0,0
6,0,0.4533,0,0,0
6,1,0.6978,0,0,0
6,2,0.7652,0,0,0
6,3,0.7942,0,0,0
6,4,0.8139,0,0,0
6,5,0.8262,0,0,0
6,6,0.8370,0,0,0
6,7,0.8418,0,0,0
6,8,0.8496,0,0,0
6,9,0.8562,0,0,0
6,10,0.8606,0,0,0
6,11,0.8642,0,0,0
6,12,0.8692,0,0,0
6,13,0.8712,0,0,0
6,14,0.8744,0,0,0
6,15,0.8768,0,0,0
6,16,0.8780,0,0,0
6,17,0.8821,0,0,0
6,18,0.8825,0,0,0
6,19,0.8843,0,0,0
6,20,0.8865,0,0,0
6,21,0.8881,0,0,0
6,22,0.8899,0,0,0
6,23,0.8904,0,0,0
6,24,0.8935,0,0,0
6,25,0.8930,0,0,0
6,26,0.8961,0,0,0
6,27,0.8973,0,0,0
6,28,0.8978,0,0,0
6,29,0.9004,0,0,0
7,0,0.4997,0,0,0
7,1,0.7089,0,0,0
7,2,0.7678,0,0,0
7,3,0.7970,0,0,0
7,4,0.8149,0,0,0
7,5,0.8276,0,0,0
7,6,0.8390,0,0,0
7,7,0.8503,0,0,0
7,8,0.8539,0,0,0
7,9,0.8584,0,0,0
7,10,0.8645,0,0,0
7,11,0.8676,0,0,0
7,12,0.8721,0,0,0
7,13,0.8726,0,0,0
7,14,0.8761,0,0,0
7,15,0.8800,0,0,0
7,16,0.8813,0,0,0
7,17,0.8846,0,0,0
7,18,0.8880,0,0,0
7,19,0.8883,0,0,0
7,20,0.8891,0,0,0
7,21,0.8898,0,0,0
7,22,0.8921,0,0,0
7,23,0.8927,0,0,0
7,24,0.8948,0,0,0
7,25,0.8962,0,0,0
7,26,0.8973,0,0,0
7,27,0.8983,0,0,0
7,28,0.8986,0,0,0
7,29,0.9012,0,0,0
8,0,0.4485,0,0,0
8,1,0.6830,0,0,0
8,2,0.7503,0,0,0
8,3,0.7856,0,0,0
8,4,0.8057,0,0,0
8,5,0.8204,0,0,0
8,6,0.8321,0,0,0
8,7,0.8438,0,0,0
8,8,0.8491,0,0,0
8,9,0.8551,0,0,0
8,10,0.8570,0,0,0
8,11,0.8638,0,0,0
8,12,0.8655,0,0,0
8,13,0.8701,0,0,0
8,14,0.8715,0,0,0
8,15,0.8761,0,0,0
8,16,0.8778,0,0,0
8,17,0.8786,0,0,0
8,18,0.8804,0,0,0
8,19,0.8827,0,0,0
8,20,0.8859,0,0,0
8,21,0.8851,0,0,0
8,22,0.8862,0,0,0
8,23,0.8885,0,0,0
8,24,0.8905,0,0,0
8,25,0.8919,0,0,0
8,26,0.8927,0,0,0
8,27,0.8931,0,0,0
8,28,0.8957,0,0,0
8,29,0.8957,0,0,0
9,0,0.4964,0,0,0
9,1,0.7058,0,0,0
9,2,0.7648,0,0,0
9,3,0.7945,0,0,0
9,4,0.8146,0,0,0
9,5,0.8285,0,0,0
9,6,0.8392,0,0,0
9,7,0.8457,0,0,0
9,8,0.8532,0,0,0
9,9,0.8575,0,0,0
9,10,0.8612,0,0,0
9,11,0.8660,0,0,0
9,12,0.8699,0,0,0
9,13,0.8725,0,0,0
9,14,0.8770,0,0,0
9,15,0.8774,0,0,0
9,16,0.8819,0,0,0
9,17,0.8829,0,0,0
9,18,0.8850,0,0,0
9,19,0.8866,0,0,0
9,20,0.8899,0,0,0
9,21,0.8893,0,0,0
9,22,0.8904,0,0,0
9,23,0.8918,0,0,0
9,24,0.8945,0,0,0
9,25,0.8933,0,0,0
9,26,0.8946,0,0,0
9,27,0.8958,0,0,0
9,28,0.8974,0,0,0
9,29,0.8997,0,0,0
