training_exp,epoch,training_accuracy,val_accuracy,training_loss,val_loss
0,0,0.3274,0,0,0
0,1,0.5868,0,0,0
0,2,0.6949,0,0,0
0,3,0.7517,0,0,0
0,4,0.7830,0,0,0
0,5,0.8061,0,0,0
0,6,0.8242,0,0,0
0,7,0.8358,0,0,0
0,8,0.8464,0,0,0
0,9,0.8530,0,0,0
0,10,0.8595,0,0,0
0,11,0.8647,0,0,0
0,12,0.8692,0,0,0
0,13,0.8741,0,0,0
0,14,0.8786,0,0,0
0,15,0.8831,0,0,0
0,16,0.8842,0,0,0
0,17,0.8889,0,0,0
0,18,0.8908,0,0,0
0,19,0.8940,0,0,0
0,20,0.8947,0,0,0
0,21,0.8975,0,0,0
0,22,0.8998,0,0,0
0,23,0.9031,0,0,0
0,24,0.9033,0,0,0
0,25,0.9044,0,0,0
0,26,0.9061,0,0,0
0,27,0.9080,0,0,0
0,28,0.9091,0,0,0
0,29,0.9103,0,0,0
1,0,0.6744,0,0,0
1,1,0.8167,0,0,0
1,2,0.8456,0,0,0
1,3,0.8618,0,0,0
1,4,0.8706,0,0,0
1,5,0.8790,0,0,0
1,6,0.8850,0,0,0
1,7,0.8913,0,0,0
1,8,0.8931,0,0,0
1,9,0.8977,0,0,0
1,10,0.8997,0,0,0
1,11,0.9023,0,0,0
1,12,0.9055,0,0,0
1,13,0.9066,0,0,0
1,14,0.9089,0,0,0
1,15,0.9101,0,0,0
1,16,0.9128,0,0,0
1,17,0.9141,0,0,0
1,18,0.9163,0,0,0
1,19,0.9160,0,0,0
1,20,0.9193,0,0,0
1,21,0.9193,0,0,0
1,22,0.9202,0,0,0
1,23,0.9209,0,0,0
1,24,0.9212,0,0,0
1,25,0.9238,0,0,0
1,26,0.9235,0,0,0
1,27,0.9235,0,0,0
1,28,0.9251,0,0,0
1,29,0.9263,0,0,0
2,0,0.7005,0,0,0
2,1,0.8330,0,0,0
2,2,0.8613,0,0,0
2,3,0.8766,0,0,0
2,4,0.8843,0,0,0
2,5,0.8912,0,0,0
2,6,0.8960,0,0,0
2,7,0.9005,0,0,0
2,8,0.9050,0,0,0
2,9,0.9079,0,0,0
2,10,0.9101,0,0,0
2,11,0.9129,0,0,0
2,12,0.9150,0,0,0
2,13,0.9169,0,0,0
2,14,0.9176,0,0,0
2,15,0.9193,0,0,0
2,16,0.9213,0,0,0
2,17,0.9221,0,0,0
2,18,0.9228,0,0,0
2,19,0.9254,0,0,0
2,20,0.9255,0,0,0
2,21,0.9255,0,0,0
2,22,0.9266,0,0,0
2,23,0.9266,0,0,0
2,24,0.9298,0,0,0
2,25,0.9293,0,0,0
2,26,0.9305,0,0,0
2,27,0.9319,0,0,0
2,28,0.9305,0,0,0
2,29,0.9332,0,0,0
3,0,0.7061,0,0,0
3,1,0.8298,0,0,0
3,2,0.8599,0,0,0
3,3,0.8729,0,0,0
3,4,0.8841,0,0,0
3,5,0.8901,0,0,0
3,6,0.8972,0,0,0
3,7,0.9004,0,0,0
3,8,0.9019,0,0,0
3,9,0.9075,0,0,0
3,10,0.9087,0,0,0
3,11,0.9117,0,0,0
3,12,0.9122,0,0,0
3,13,0.9148,0,0,0
3,14,0.9178,0,0,0
3,15,0.9172,0,0,0
3,16,0.9209,0,0,0
3,17,0.9217,0,0,0
3,18,0.9236,0,0,0
3,19,0.9247,0,0,0
3,20,0.9247,0,0,0
3,21,0.9246,0,0,0
3,22,0.9267,0,0,0
3,23,0.9273,0,0,0
3,24,0.9288,0,0,0
3,25,0.9291,0,0,0
3,26,0.9289,0,0,0
3,27,0.9304,0,0,0
3,28,0.9306,0,0,0
3,29,0.9320,0,0,0
4,0,0.7093,0,0,0
4,1,0.8374,0,0,0
4,2,0.8654,0,0,0
4,3,0.8773,0,0,0
4,4,0.8862,0,0,0
4,5,0.8923,0,0,0
4,6,0.8987,0,0,0
4,7,0.9032,0,0,0
4,8,0.9066,0,0,0
4,9,0.9076,0,0,0
4,10,0.9118,0,0,0
4,11,0.9145,0,0,0
4,12,0.9131,0,0,0
4,13,0.9180,0,0,0
4,14,0.9201,0,0,0
4,15,0.9204,0,0,0
4,16,0.9224,0,0,0
4,17,0.9235,0,0,0
4,18,0.9248,0,0,0
4,19,0.9254,0,0,0
4,20,0.9259,0,0,0
4,21,0.9266,0,0,0
4,22,0.9292,0,0,0
4,23,0.9294,0,0,0
4,24,0.9291,0,0,0
4,25,0.9297,0,0,0
4,26,0.9331,0,0,0
4,27,0.9319,0,0,0
4,28,0.9325,0,0,0
4,29,0.9316,0,0,0
5,0,0.7125,0,0,0
5,1,0.8387,0,0,0
5,2,0.8651,0,0,0
5,3,0.8809,0,0,0
5,4,0.8909,0,0,0
5,5,0.8954,0,0,0
5,6,0.9000,0,0,0
5,7,0.9044,0,0,0
5,8,0.9085,0,0,0
5,9,0.9130,0,0,0
5,10,0.9138,0,0,0
5,11,0.9167,0,0,0
5,12,0.9158,0,0,0
5,13,0.9190,0,0,0
5,14,0.9209,0,0,0
5,15,0.9228,0,0,0
5,16,0.9250,0,0,0
5,17,0.9256,0,0,0
5,18,0.9270,0,0,0
5,19,0.9282,0,0,0
5,20,0.9278,0,0,0
5,21,0.9280,0,0,0
5,22,0.9293,0,0,0
5,23,0.9302,0,0,0
5,24,0.9310,0,0,0
5,25,0.9332,0,0,0
5,26,0.9324,0,0,0
5,27,0.9344,0,0,0
5,28,0.9332,0,0,0
5,29,0.9364,0,0,0
6,0,0.6986,0,0,0
6,1,0.8338,0,0,0
6,2,0.8626,0,0,0
6,3,0.8785,0,0,0
6,4,0.8852,0,0,0
6,5,0.8918,0,0,0
6,6,0.8984,0,0,0
6,7,0.9023,0,0,0
6,8,0.9061,0,0,0
6,9,0.9089,0,0,0
6,10,0.9112,0,0,0
6,11,0.9129,0,0,0
6,12,0.9151,0,0,0
6,13,0.9195,0,0,0
6,14,0.9185,0,0,0
6,15,0.9203,0,0,0
6,16,0.9204,0,0,0
6,17,0.9231,0,0,0
6,18,0.9251,0,0,0
6,19,0.9241,0,0,0
6,20,0.9268,0,0,0
6,21,0.9263,0,0,0
6,22,0.9272,0,0,0
6,23,0.9291,0,0,0
6,24,0.9305,0,0,0
6,25,0.9306,0,0,0
6,26,0.9322,0,0,0
6,27,0.9335,0,0,0
6,28,0.9326,0,0,0
6,29,0.9350,0,0,0
7,0,0.6872,0,0,0
7,1,0.8280,0,0,0
7,2,0.8580,0,0,0
7,3,0.8731,0,0,0
7,4,0.8830,0,0,0
7,5,0.8920,0,0,0
7,6,0.8964,0,0,0
7,7,0.9014,0,0,0
7,8,0.9032,0,0,0
7,9,0.9074,0,0,0
7,10,0.9075,0,0,0
7,11,0.9124,0,0,0
7,12,0.9137,0,0,0
7,13,0.9152,0,0,0
7,14,0.9185,0,0,0
7,15,0.9189,0,0,0
7,16,0.9207,0,0,0
7,17,0.9214,0,0,0
7,18,0.9222,0,0,0
7,19,0.9235,0,0,0
7,20,0.9256,0,0,0
7,21,0.9270,0,0,0
7,22,0.9277,0,0,0
7,23,0.9287,0,0,0
7,24,0.9286,0,0,0
7,25,0.9301,0,0,0
7,26,0.9300,0,0,0
7,27,0.9306,0,0,0
7,28,0.9313,0,0,0
7,29,0.9343,0,0,0
8,0,0.6990,0,0,0
8,1,0.8359,0,0,0
8,2,0.8607,0,0,0
8,3,0.8754,0,0,0
8,4,0.8872,0,0,0
8,5,0.8937,0,0,0
8,6,0.8989,0,0,0
8,7,0.9037,0,0,0
8,8,0.9077,0,0,0
8,9,0.9087,0,0,0
8,10,0.9137,0,0,0
8,11,0.9146,0,0,0
8,12,0.9156,0,0,0
8,13,0.9188,0,0,0
8,14,0.9211,0,0,0
8,15,0.9211,0,0,0
8,16,0.9230,0,0,0
8,17,0.9250,0,0,0
8,18,0.9266,0,0,0
8,19,0.9269,0,0,0
8,20,0.9282,0,0,0
8,21,0.9305,0,0,0
8,22,0.9289,0,0,0
8,23,0.9290,0,0,0
8,24,0.9325,0,0,0
8,25,0.9321,0,0,0
8,26,0.9335,0,0,0
8,27,0.9343,0,0,0
8,28,0.9342,0,0,0
8,29,0.9349,0,0,0
9,0,0.7129,0,0,0
9,1,0.8403,0,0,0
9,2,0.8678,0,0,0
9,3,0.8821,0,0,0
9,4,0.8899,0,0,0
9,5,0.8983,0,0,0
9,6,0.9023,0,0,0
9,7,0.9059,0,0,0
9,8,0.9100,0,0,0
9,9,0.9127,0,0,0
9,10,0.9154,0,0,0
9,11,0.9168,0,0,0
9,12,0.9203,0,0,0
9,13,0.9205,0,0,0
9,14,0.9244,0,0,0
9,15,0.9240,0,0,0
9,16,0.9255,0,0,0
9,17,0.9269,0,0,0
9,18,0.9295,0,0,0
9,19,0.9292,0,0,0
9,20,0.9301,0,0,0
9,21,0.9327,0,0,0
9,22,0.9313,0,0,0
9,23,0.9326,0,0,0
9,24,0.9333,0,0,0
9,25,0.9349,0,0,0
9,26,0.9355,0,0,0
9,27,0.9354,0,0,0
9,28,0.9365,0,0,0
9,29,0.9349,0,0,0
