training_exp,epoch,training_accuracy,val_accuracy,training_loss,val_loss
0,0,0.0535,0,0,0
0,1,0.0540,0,0,0
0,2,0.0518,0,0,0
0,3,0.0552,0,0,0
0,4,0.0508,0,0,0
0,5,0.0531,0,0,0
0,6,0.0519,0,0,0
0,7,0.0523,0,0,0
0,8,0.0511,0,0,0
0,9,0.0540,0,0,0
0,10,0.0498,0,0,0
0,11,0.0480,0,0,0
0,12,0.0547,0,0,0
0,13,0.0492,0,0,0
0,14,0.0505,0,0,0
0,15,0.0518,0,0,0
0,16,0.0537,0,0,0
0,17,0.0505,0,0,0
0,18,0.0507,0,0,0
0,19,0.0526,0,0,0
0,20,0.0500,0,0,0
0,21,0.0530,0,0,0
0,22,0.0522,0,0,0
0,23,0.0513,0,0,0
0,24,0.0533,0,0,0
0,25,0.0516,0,0,0
0,26,0.0531,0,0,0
0,27,0.0527,0,0,0
0,28,0.0520,0,0,0
0,29,0.0518,0,0,0
0,30,0.0519,0,0,0
0,31,0.0487,0,0,0
0,32,0.0529,0,0,0
0,33,0.0507,0,0,0
0,34,0.0536,0,0,0
0,35,0.0520,0,0,0
0,36,0.0511,0,0,0
0,37,0.0534,0,0,0
0,38,0.0543,0,0,0
0,39,0.0519,0,0,0
0,40,0.0516,0,0,0
0,41,0.0525,0,0,0
0,42,0.0521,0,0,0
0,43,0.0511,0,0,0
0,44,0.0511,0,0,0
0,45,0.0526,0,0,0
0,46,0.0535,0,0,0
0,47,0.0541,0,0,0
0,48,0.0533,0,0,0
0,49,0.0516,0,0,0
0,50,0.0476,0,0,0
0,51,0.0516,0,0,0
0,52,0.0523,0,0,0
0,53,0.0517,0,0,0
0,54,0.0515,0,0,0
0,55,0.0496,0,0,0
0,56,0.0532,0,0,0
0,57,0.0527,0,0,0
0,58,0.0516,0,0,0
0,59,0.0503,0,0,0
0,60,0.0514,0,0,0
0,61,0.0528,0,0,0
0,62,0.0560,0,0,0
0,63,0.0529,0,0,0
0,64,0.0523,0,0,0
0,65,0.0544,0,0,0
0,66,0.0548,0,0,0
0,67,0.0531,0,0,0
0,68,0.0508,0,0,0
0,69,0.0527,0,0,0
0,70,0.0524,0,0,0
0,71,0.0511,0,0,0
0,72,0.0521,0,0,0
0,73,0.0510,0,0,0
0,74,0.0536,0,0,0
0,75,0.0537,0,0,0
0,76,0.0525,0,0,0
0,77,0.0503,0,0,0
0,78,0.0511,0,0,0
0,79,0.0524,0,0,0
0,80,0.0527,0,0,0
0,81,0.0533,0,0,0
0,82,0.0490,0,0,0
0,83,0.0540,0,0,0
0,84,0.0541,0,0,0
0,85,0.0525,0,0,0
0,86,0.0533,0,0,0
0,87,0.0512,0,0,0
0,88,0.0501,0,0,0
0,89,0.0520,0,0,0
0,90,0.0521,0,0,0
0,91,0.0523,0,0,0
0,92,0.0522,0,0,0
0,93,0.0509,0,0,0
0,94,0.0489,0,0,0
0,95,0.0543,0,0,0
0,96,0.0511,0,0,0
0,97,0.0507,0,0,0
0,98,0.0510,0,0,0
0,99,0.0533,0,0,0
0,100,0.0513,0,0,0
0,101,0.0563,0,0,0
0,102,0.0505,0,0,0
0,103,0.0503,0,0,0
0,104,0.0535,0,0,0
0,105,0.0510,0,0,0
0,106,0.0518,0,0,0
0,107,0.0507,0,0,0
0,108,0.0505,0,0,0
0,109,0.0501,0,0,0
0,110,0.0511,0,0,0
0,111,0.0497,0,0,0
0,112,0.0535,0,0,0
0,113,0.0519,0,0,0
0,114,0.0528,0,0,0
0,115,0.0526,0,0,0
0,116,0.0492,0,0,0
0,117,0.0509,0,0,0
0,118,0.0528,0,0,0
0,119,0.0525,0,0,0
1,0,0.0356,0,0,0
1,1,0.0340,0,0,0
1,2,0.0357,0,0,0
1,3,0.0353,0,0,0
1,4,0.0356,0,0,0
1,5,0.0349,0,0,0
1,6,0.0369,0,0,0
1,7,0.0362,0,0,0
1,8,0.0368,0,0,0
1,9,0.0332,0,0,0
1,10,0.0317,0,0,0
1,11,0.0331,0,0,0
1,12,0.0355,0,0,0
1,13,0.0350,0,0,0
1,14,0.0365,0,0,0
1,15,0.0343,0,0,0
1,16,0.0377,0,0,0
1,17,0.0372,0,0,0
1,18,0.0344,0,0,0
1,19,0.0342,0,0,0
1,20,0.0330,0,0,0
1,21,0.0353,0,0,0
1,22,0.0372,0,0,0
1,23,0.0363,0,0,0
1,24,0.0349,0,0,0
1,25,0.0366,0,0,0
1,26,0.0351,0,0,0
1,27,0.0348,0,0,0
1,28,0.0352,0,0,0
1,29,0.0374,0,0,0
1,30,0.0365,0,0,0
1,31,0.0358,0,0,0
1,32,0.0366,0,0,0
1,33,0.0374,0,0,0
1,34,0.0365,0,0,0
1,35,0.0366,0,0,0
1,36,0.0339,0,0,0
1,37,0.0365,0,0,0
1,38,0.0365,0,0,0
1,39,0.0347,0,0,0
1,40,0.0319,0,0,0
1,41,0.0361,0,0,0
1,42,0.0361,0,0,0
1,43,0.0360,0,0,0
1,44,0.0372,0,0,0
1,45,0.0361,0,0,0
1,46,0.0357,0,0,0
1,47,0.0379,0,0,0
1,48,0.0354,0,0,0
1,49,0.0350,0,0,0
1,50,0.0371,0,0,0
1,51,0.0332,0,0,0
1,52,0.0348,0,0,0
1,53,0.0370,0,0,0
1,54,0.0369,0,0,0
1,55,0.0366,0,0,0
1,56,0.0361,0,0,0
1,57,0.0368,0,0,0
1,58,0.0353,0,0,0
1,59,0.0353,0,0,0
1,60,0.0353,0,0,0
1,61,0.0347,0,0,0
1,62,0.0367,0,0,0
1,63,0.0365,0,0,0
1,64,0.0347,0,0,0
1,65,0.0365,0,0,0
1,66,0.0357,0,0,0
1,67,0.0340,0,0,0
1,68,0.0365,0,0,0
1,69,0.0347,0,0,0
1,70,0.0356,0,0,0
1,71,0.0349,0,0,0
1,72,0.0372,0,0,0
1,73,0.0345,0,0,0
1,74,0.0372,0,0,0
1,75,0.0348,0,0,0
1,76,0.0371,0,0,0
1,77,0.0370,0,0,0
1,78,0.0359,0,0,0
1,79,0.0344,0,0,0
1,80,0.0356,0,0,0
1,81,0.0345,0,0,0
1,82,0.0365,0,0,0
1,83,0.0361,0,0,0
1,84,0.0350,0,0,0
1,85,0.0353,0,0,0
1,86,0.0349,0,0,0
1,87,0.0360,0,0,0
1,88,0.0352,0,0,0
1,89,0.0343,0,0,0
1,90,0.0368,0,0,0
1,91,0.0369,0,0,0
1,92,0.0376,0,0,0
1,93,0.0334,0,0,0
1,94,0.0344,0,0,0
1,95,0.0353,0,0,0
1,96,0.0363,0,0,0
1,97,0.0363,0,0,0
1,98,0.0354,0,0,0
1,99,0.0341,0,0,0
1,100,0.0382,0,0,0
1,101,0.0357,0,0,0
1,102,0.0346,0,0,0
1,103,0.0353,0,0,0
1,104,0.0346,0,0,0
1,105,0.0361,0,0,0
1,106,0.0368,0,0,0
1,107,0.0357,0,0,0
1,108,0.0379,0,0,0
1,109,0.0360,0,0,0
1,110,0.0365,0,0,0
1,111,0.0349,0,0,0
1,112,0.0356,0,0,0
1,113,0.0338,0,0,0
1,114,0.0361,0,0,0
1,115,0.0377,0,0,0
